,Unnamed: 0.1,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
212,212,277,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,4,0,0,35,18.9,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
216,216,283,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,5,1,0,29,13.4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
217,217,285,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,5,1,0,28,2.3,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
219,219,287,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,3,0,0,23,7.4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
220,220,288,1.0,1900-01-01 12:15:00,1900-01-01 12:25:00,2,0,0,30,13.7,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
221,221,289,1.0,1900-01-01 13:30:00,1900-01-01 13:40:00,5,1,0,23,8.6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
222,222,290,2.0,1900-01-01 19:10:00,1900-01-01 19:15:00,6,1,0,37,17.1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
226,226,295,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,5,1,0,33,25.8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
230,230,299,1.0,1900-01-01 17:20:00,1900-01-01 17:35:00,5,1,0,33,5.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
231,231,300,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,3,0,0,17,9.6,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
232,232,301,1.0,1900-01-01 17:45:00,1900-01-01 17:55:00,0,0,0,16,14.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
234,234,303,2.0,1900-01-01 21:30:00,1900-01-01 21:40:00,6,1,0,37,22.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
235,235,304,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,2,0,0,19,14.5,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
239,239,308,1.0,1900-01-01 08:45:00,1900-01-01 08:50:00,3,0,0,27,3.6,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
240,240,311,1.0,1900-01-01 10:30:00,1900-01-01 10:35:00,5,1,0,20,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
242,242,313,1.0,1900-01-01 12:35:00,1900-01-01 12:40:00,5,1,0,25,8.2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
243,243,315,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,2,0,0,27,10.9,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
244,244,316,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,2,0,0,40,22.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
245,245,317,2.0,1900-01-01 21:55:00,1900-01-01 22:05:00,0,0,0,51,29.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
246,246,318,1.0,1900-01-01 17:45:00,1900-01-01 18:00:00,4,0,0,38,17.9,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
247,247,319,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,3,0,0,41,17.1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0
249,249,329,1.0,1900-01-01 11:25:00,1900-01-01 11:40:00,2,0,0,17,5.8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
251,251,335,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,2,0,0,29,14.9,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
253,253,339,2.0,1900-01-01 17:40:00,1900-01-01 17:45:00,4,0,0,33,26.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
255,255,343,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,2,0,0,35,28.7,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
256,256,344,1.0,1900-01-01 19:50:00,1900-01-01 20:00:00,4,0,0,34,8.2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
257,257,345,1.0,1900-01-01 18:25:00,1900-01-01 18:40:00,0,0,0,18,19.5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
259,259,353,1.0,1900-01-01 20:55:00,1900-01-01 21:05:00,5,1,0,25,11.2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
260,260,354,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,3,0,0,27,14.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
261,261,355,1.0,1900-01-01 08:20:00,1900-01-01 08:30:00,0,0,0,25,6.1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
262,262,356,1.0,1900-01-01 13:40:00,1900-01-01 13:45:00,2,0,0,20,16.2,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1
263,263,357,1.0,1900-01-01 09:55:00,1900-01-01 10:10:00,1,0,0,18,2.1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
264,264,358,1.0,1900-01-01 15:10:00,1900-01-01 15:15:00,5,1,0,33,12.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
266,266,360,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,3,0,0,44,14.6,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1
267,267,361,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,3,0,0,36,16.8,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
269,269,363,1.0,1900-01-01 11:25:00,1900-01-01 11:40:00,6,1,0,33,4.3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0
270,270,364,1.0,1900-01-01 09:10:00,1900-01-01 09:15:00,5,1,0,19,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
271,271,367,1.0,1900-01-01 08:10:00,1900-01-01 08:25:00,0,0,0,28,5.3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
272,272,368,1.0,1900-01-01 14:35:00,1900-01-01 14:45:00,3,0,0,28,8.6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
274,274,370,1.0,1900-01-01 21:30:00,1900-01-01 21:40:00,6,1,0,26,39.5,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1
276,276,373,1.0,1900-01-01 18:25:00,1900-01-01 18:35:00,0,0,0,22,35.2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
277,277,374,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,0,0,0,15,23.8,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
278,278,375,1.0,1900-01-01 19:55:00,1900-01-01 20:00:00,0,0,0,23,13.1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
279,279,376,3.0,1900-01-01 22:00:00,1900-01-01 22:15:00,2,0,0,48,36.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
282,282,379,1.0,1900-01-01 22:40:00,1900-01-01 22:50:00,5,1,0,18,6.5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
283,283,380,1.0,1900-01-01 11:20:00,1900-01-01 11:30:00,1,0,0,27,6.0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0
285,285,382,1.0,1900-01-01 17:50:00,1900-01-01 17:55:00,4,0,0,24,31.6,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
286,286,383,1.0,1900-01-01 17:25:00,1900-01-01 17:35:00,5,1,0,21,23.5,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1
288,288,385,1.0,1900-01-01 19:50:00,1900-01-01 20:05:00,0,0,0,26,9.6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
289,289,388,1.0,1900-01-01 09:15:00,1900-01-01 09:30:00,5,1,0,16,1.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
292,292,391,1.0,1900-01-01 10:20:00,1900-01-01 10:35:00,3,0,0,23,2.1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1
294,294,393,1.0,1900-01-01 22:55:00,1900-01-01 23:05:00,4,0,0,29,23.7,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
295,295,395,1.0,1900-01-01 18:45:00,1900-01-01 18:55:00,6,1,0,37,45.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
296,296,398,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,3,0,0,30,11.1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
297,297,400,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,0,0,0,24,10.3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
298,298,401,1.0,1900-01-01 17:30:00,1900-01-01 17:45:00,2,0,0,34,7.3,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
299,299,402,2.0,1900-01-01 20:35:00,1900-01-01 20:50:00,0,0,0,40,22.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
302,302,406,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,2,0,0,21,48.5,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
303,303,408,1.0,1900-01-01 08:50:00,1900-01-01 09:00:00,0,0,0,16,4.6,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
305,305,410,1.0,1900-01-01 18:00:00,1900-01-01 18:10:00,6,1,0,45,14.9,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
306,306,411,1.0,1900-01-01 10:50:00,1900-01-01 10:55:00,0,0,0,16,2.4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
307,307,414,1.0,1900-01-01 23:15:00,1900-01-01 23:20:00,6,1,0,23,7.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
308,308,416,1.0,1900-01-01 20:20:00,1900-01-01 20:25:00,6,1,0,27,6.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
309,309,418,2.0,1900-01-01 23:25:00,1900-01-01 23:40:00,6,1,0,38,26.6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
310,310,419,1.0,1900-01-01 09:00:00,1900-01-01 09:15:00,0,0,0,27,5.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
311,311,420,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,4,0,0,21,24.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
312,312,421,1.0,1900-01-01 19:50:00,1900-01-01 20:05:00,6,1,0,27,13.9,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
313,313,422,1.0,1900-01-01 11:35:00,1900-01-01 11:45:00,1,0,0,26,4.9,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
314,314,423,1.0,1900-01-01 09:30:00,1900-01-01 09:45:00,2,0,0,25,4.6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
315,315,424,1.0,1900-01-01 08:55:00,1900-01-01 09:00:00,5,1,0,18,3.0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
317,317,426,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,0,0,0,31,12.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
318,318,427,1.0,1900-01-01 21:45:00,1900-01-01 21:55:00,2,0,0,23,18.1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
319,319,429,1.0,1900-01-01 16:45:00,1900-01-01 16:55:00,1,0,0,29,15.9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
321,321,431,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,4,0,1,19,18.4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
322,322,432,1.0,1900-01-01 19:20:00,1900-01-01 19:25:00,2,0,0,39,29.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
323,323,433,1.0,1900-01-01 11:55:00,1900-01-01 12:10:00,0,0,0,20,2.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
325,325,435,1.0,1900-01-01 21:20:00,1900-01-01 21:35:00,1,0,0,25,6.4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
326,326,437,1.0,1900-01-01 21:15:00,1900-01-01 21:20:00,1,0,0,27,27.2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
329,329,441,1.0,1900-01-01 23:00:00,1900-01-01 23:05:00,3,0,0,31,18.6,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
331,331,445,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,3,0,0,15,22.0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1
332,332,448,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,6,1,0,25,30.4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
333,333,450,1.0,1900-01-01 11:30:00,1900-01-01 11:35:00,6,1,0,26,3.8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
336,336,453,1.0,1900-01-01 15:45:00,1900-01-01 16:00:00,5,1,0,27,8.6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
337,337,454,1.0,1900-01-01 19:20:00,1900-01-01 19:30:00,5,1,0,28,14.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
338,338,455,1.0,1900-01-01 17:30:00,1900-01-01 17:45:00,2,0,0,32,6.8,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0
339,339,457,1.0,1900-01-01 08:35:00,1900-01-01 08:50:00,0,0,0,32,4.1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
340,340,458,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,0,0,0,42,9.0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
341,341,459,1.0,1900-01-01 19:15:00,1900-01-01 19:30:00,0,0,0,12,23.3,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0
342,342,460,1.0,1900-01-01 09:10:00,1900-01-01 09:20:00,0,0,0,27,11.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
343,343,463,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,3,0,0,41,41.5,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0
344,344,465,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,0,0,0,24,27.3,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0
345,345,466,1.0,1900-01-01 08:45:00,1900-01-01 08:55:00,4,0,0,29,3.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
346,346,467,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,0,0,0,33,7.9,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
353,353,478,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,0,0,0,27,6.3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
354,354,479,1.0,1900-01-01 14:10:00,1900-01-01 14:20:00,2,0,0,26,10.8,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
355,355,480,1.0,1900-01-01 21:45:00,1900-01-01 22:00:00,4,0,1,29,26.1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
357,357,483,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,1,0,0,23,13.7,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
359,359,486,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,4,0,0,18,15.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
360,360,487,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,3,0,0,33,18.6,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
362,362,490,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,6,1,0,29,22.4,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
364,364,493,1.0,1900-01-01 21:25:00,1900-01-01 21:30:00,1,0,0,26,11.2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
366,366,499,1.0,1900-01-01 19:00:00,1900-01-01 19:15:00,3,0,0,27,10.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
368,368,501,2.0,1900-01-01 22:55:00,1900-01-01 23:10:00,0,0,0,34,8.8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
369,369,503,1.0,1900-01-01 09:35:00,1900-01-01 09:45:00,6,1,0,20,2.5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
371,371,505,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,0,0,0,19,6.5,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
372,372,507,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,1,0,0,15,13.8,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
373,373,508,1.0,1900-01-01 13:50:00,1900-01-01 14:00:00,0,0,0,21,7.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
375,375,510,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,2,0,0,29,7.7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
376,376,511,1.0,1900-01-01 18:30:00,1900-01-01 18:45:00,1,0,0,23,14.1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
378,378,513,1.0,1900-01-01 14:15:00,1900-01-01 14:25:00,1,0,0,39,13.3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
380,380,516,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,6,1,0,11,18.1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
381,381,518,1.0,1900-01-01 23:35:00,1900-01-01 23:45:00,3,0,0,13,13.7,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
382,382,519,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,3,0,0,24,13.3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
385,385,524,1.0,1900-01-01 23:35:00,1900-01-01 23:45:00,6,1,0,36,19.1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
386,386,525,1.0,1900-01-01 17:50:00,1900-01-01 18:00:00,0,0,0,27,32.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
387,387,526,1.0,1900-01-01 20:55:00,1900-01-01 21:10:00,3,0,0,26,16.5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
389,389,528,1.0,1900-01-01 11:35:00,1900-01-01 11:40:00,1,0,0,31,5.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
390,390,530,1.0,1900-01-01 19:50:00,1900-01-01 20:05:00,2,0,0,29,17.9,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
391,391,534,1.0,1900-01-01 08:40:00,1900-01-01 08:50:00,0,0,0,25,6.1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
392,392,535,1.0,1900-01-01 23:25:00,1900-01-01 23:35:00,4,0,1,22,19.6,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1
396,396,543,2.0,1900-01-01 23:55:00,1900-01-01 00:00:00,5,1,0,42,17.9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
399,399,550,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,2,0,0,18,12.1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
400,400,552,1.0,1900-01-01 10:40:00,1900-01-01 10:45:00,6,1,0,20,2.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
401,401,553,1.0,1900-01-01 11:20:00,1900-01-01 11:25:00,3,0,0,17,2.7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
402,402,555,1.0,1900-01-01 22:35:00,1900-01-01 22:45:00,5,1,0,16,24.3,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1
403,403,556,1.0,1900-01-01 23:55:00,1900-01-01 00:05:00,4,0,0,21,21.4,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
405,405,559,2.0,1900-01-01 18:00:00,1900-01-01 18:15:00,6,1,0,35,13.7,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
406,406,561,1.0,1900-01-01 17:50:00,1900-01-01 18:05:00,2,0,0,36,49.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
407,407,562,1.0,1900-01-01 19:35:00,1900-01-01 19:50:00,2,0,0,28,18.7,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
409,409,564,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,3,0,0,17,12.8,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
410,410,565,1.0,1900-01-01 08:25:00,1900-01-01 08:30:00,5,1,0,15,2.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
411,411,566,1.0,1900-01-01 19:50:00,1900-01-01 20:00:00,6,1,0,19,20.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
412,412,568,1.0,1900-01-01 19:30:00,1900-01-01 19:40:00,6,1,0,25,31.9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
413,413,569,1.0,1900-01-01 22:25:00,1900-01-01 22:40:00,4,0,0,25,25.2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
414,414,571,1.0,1900-01-01 15:50:00,1900-01-01 16:00:00,3,0,0,29,8.2,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1
415,415,572,1.0,1900-01-01 11:30:00,1900-01-01 11:35:00,3,0,0,34,4.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
417,417,574,1.0,1900-01-01 11:20:00,1900-01-01 11:25:00,5,1,0,33,2.4,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
419,419,578,1.0,1900-01-01 09:50:00,1900-01-01 09:55:00,3,0,0,12,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
420,420,579,1.0,1900-01-01 20:35:00,1900-01-01 20:50:00,0,0,0,22,19.5,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1
421,421,581,1.0,1900-01-01 13:00:00,1900-01-01 13:10:00,2,0,0,29,9.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
422,422,582,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,5,1,0,39,22.2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
424,424,584,2.0,1900-01-01 21:00:00,1900-01-01 21:10:00,4,0,0,39,16.9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
429,429,589,1.0,1900-01-01 22:45:00,1900-01-01 22:55:00,3,0,0,29,7.9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
431,431,591,1.0,1900-01-01 12:20:00,1900-01-01 12:35:00,2,0,0,21,10.6,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
433,433,595,1.0,1900-01-01 22:55:00,1900-01-01 23:10:00,0,0,0,13,18.0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
435,435,597,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,0,0,0,19,14.8,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
437,437,599,1.0,1900-01-01 19:25:00,1900-01-01 19:35:00,6,1,0,33,23.3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
438,438,600,1.0,1900-01-01 22:45:00,1900-01-01 22:55:00,4,0,0,19,8.8,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1
