,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min)
800,13.049645,80.242268,13.059645,80.252268,2022-03-15,10:40,10:45,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 10:40:00,1900-01-01 10:45:00,1,0,0,29
32873,17.422819,78.449578,17.532819,78.559578,2022-03-23,20:45,20:50,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 20:45:00,1900-01-01 20:50:00,2,0,0,32
33875,17.438263,78.397865,17.468263,78.427865,2022-05-04,21:20,21:30,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,1900-01-01 21:20:00,1900-01-01 21:30:00,2,0,0,19
35292,12.970324,77.645748,13.100324,77.775748,2022-03-20,22:25,22:30,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 22:25:00,1900-01-01 22:30:00,6,1,0,12
28466,21.173343,72.792731,21.183343,72.802731,2022-01-04,9:45,9:50,Windy,Low,1,Buffet,scooter,0.0,No,Urban,1900-01-01 09:45:00,1900-01-01 09:50:00,1,0,0,11
23742,22.725835,75.887648,22.805835,75.967648,2022-03-14,20:45,20:55,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,1900-01-01 20:45:00,1900-01-01 20:55:00,0,0,0,17
17893,17.431668,78.408321,17.521668,78.498321,2022-04-04,17:55,18:10,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,1900-01-01 17:55:00,1900-01-01 18:10:00,0,0,0,23
22843,12.979166,77.640709,13.049166,77.710709,2022-03-18,17:15,17:30,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,1900-01-01 17:15:00,1900-01-01 17:30:00,4,0,1,25
29939,18.994237,72.825553,19.064237,72.895553,2022-06-04,17:35,17:45,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,1900-01-01 17:35:00,1900-01-01 17:45:00,5,1,0,16
22311,13.045479,80.23311,13.105479,80.29311,2022-09-03,23:00,23:10,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,1900-01-01 23:00:00,1900-01-01 23:10:00,5,1,0,18
21989,19.131141,72.813074,19.181141,72.863074,2022-03-15,21:10,21:15,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,1900-01-01 21:10:00,1900-01-01 21:15:00,1,0,0,23
19178,18.520016,73.830547,18.650016,73.960547,2022-03-16,17:25,17:40,Fog,Medium,2,Meal,scooter,1.0,No,Urban,1900-01-01 17:25:00,1900-01-01 17:40:00,2,0,0,41
28442,17.430448,78.418213,17.490448,78.478213,2022-07-03,23:15,23:30,Fog,Low,1,Drinks,scooter,0.0,No,Urban,1900-01-01 23:15:00,1900-01-01 23:30:00,6,1,0,18
5750,12.933298,77.614293,13.043298,77.724293,2022-10-03,17:25,17:35,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:35:00,0,0,0,37
11176,18.636215,73.751081,18.726215,73.841081,2022-10-03,20:45,21:00,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 20:45:00,1900-01-01 21:00:00,0,0,0,33
24233,30.327968,78.046106,30.337968,78.056106,2022-02-17,8:15,8:30,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,1900-01-01 08:15:00,1900-01-01 08:30:00,3,0,0,16
26549,11.000762,76.981876,11.050762,77.031876,2022-03-19,18:50,18:55,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Urban,1900-01-01 18:50:00,1900-01-01 18:55:00,5,1,0,18
9693,22.722634,75.886959,22.762634,75.926959,2022-05-03,13:45,13:55,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 13:45:00,1900-01-01 13:55:00,1,0,0,28
17939,17.458998,78.500366,17.568998,78.610366,2022-06-03,18:10,18:25,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,1900-01-01 18:10:00,1900-01-01 18:25:00,4,0,0,31
11805,23.357804,85.325146,23.437804,85.405146,2022-03-25,17:45,17:55,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 17:45:00,1900-01-01 17:55:00,4,0,0,35
21603,12.913041,77.683237,12.973041,77.743237,2022-05-03,23:40,23:55,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,1900-01-01 23:40:00,1900-01-01 23:55:00,1,0,0,26
38497,18.536562,73.896485,18.606562,73.966485,2022-03-14,21:10,21:25,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,1900-01-01 21:10:00,1900-01-01 21:25:00,0,0,0,38
37791,11.022169,76.999594,11.132169,77.109594,2022-02-04,22:40,22:45,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,1900-01-01 22:40:00,1900-01-01 22:45:00,4,0,0,24
31484,18.536562,73.896485,18.606562,73.966485,2022-04-04,19:00,19:15,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 19:00:00,1900-01-01 19:15:00,0,0,0,39
18668,17.483216,78.552111,17.513216,78.582111,2022-03-30,21:10,21:25,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,1900-01-01 21:10:00,1900-01-01 21:25:00,2,0,0,30
10994,22.310237,73.158921,22.390237,73.238921,2022-08-03,0:00,0:10,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 00:00:00,1900-01-01 00:10:00,2,0,0,41
25336,19.091458,72.827808,19.161458,72.897808,2022-04-03,21:55,22:05,Cloudy,Jam,1,Drinks,scooter,1.0,Yes,Urban,1900-01-01 21:55:00,1900-01-01 22:05:00,6,1,0,44
17113,23.355164,85.324097,23.395164,85.364097,2022-03-30,14:50,15:00,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 14:50:00,1900-01-01 15:00:00,2,0,0,22
24022,23.359407,85.325055,23.369407,85.335055,2022-05-03,11:45,11:55,Sandstorms,High,2,Drinks,scooter,1.0,No,Urban,1900-01-01 11:45:00,1900-01-01 11:55:00,1,0,0,29
28867,12.310972,76.659264,12.390972,76.739264,2022-03-16,22:10,22:20,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,1900-01-01 22:10:00,1900-01-01 22:20:00,2,0,0,18
12747,26.479108,80.315042,26.589108,80.425042,2022-02-16,18:55,19:00,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 18:55:00,1900-01-01 19:00:00,2,0,0,23
16631,26.88842,75.800689,26.95842,75.870689,2022-03-27,19:50,20:05,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 19:50:00,1900-01-01 20:05:00,6,1,0,33
19092,21.186438,72.794115,21.226438,72.834115,2022-03-03,13:10,13:25,Cloudy,High,2,Snack,electric_scooter,1.0,No,Urban,1900-01-01 13:10:00,1900-01-01 13:25:00,3,0,0,32
34535,15.544419,73.755736,15.574419,73.785736,2022-02-15,19:45,19:50,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 19:45:00,1900-01-01 19:50:00,1,0,0,22
21241,17.433809,78.386744,17.523809,78.476744,2022-12-03,20:00,20:15,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,1900-01-01 20:00:00,1900-01-01 20:15:00,5,1,0,45
22929,26.910262,75.783013,26.940262,75.813013,2022-01-03,17:50,18:05,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,1900-01-01 17:50:00,1900-01-01 18:05:00,0,0,0,14
20175,18.994049,72.825203,19.034049,72.865203,2022-03-03,15:50,16:00,Fog,Medium,1,Drinks,scooter,1.0,No,Urban,1900-01-01 15:50:00,1900-01-01 16:00:00,3,0,0,17
37696,18.994237,72.825553,19.084237,72.915553,2022-03-18,23:15,23:25,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 23:15:00,1900-01-01 23:25:00,4,0,1,28
535,22.569358,88.433452,22.659358,88.523452,2022-12-02,23:15,23:25,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 23:15:00,1900-01-01 23:25:00,4,0,0,21
21255,22.31279,73.170283,22.36279,73.220283,2022-09-03,21:30,21:35,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,1900-01-01 21:30:00,1900-01-01 21:35:00,5,1,0,28
35787,12.304569,76.643622,12.314569,76.653622,2022-03-28,10:20,10:35,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,1900-01-01 10:20:00,1900-01-01 10:35:00,0,0,0,20
24260,11.001753,76.986241,11.131753,77.116241,2022-03-14,23:40,23:55,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,1900-01-01 23:40:00,1900-01-01 23:55:00,0,0,0,19
17421,17.429585,78.392621,17.449585,78.412621,2022-03-21,8:35,8:40,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 08:35:00,1900-01-01 08:40:00,0,0,0,29
16010,13.049645,80.242268,13.139645,80.332268,2022-03-27,20:40,20:50,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 20:40:00,1900-01-01 20:50:00,6,1,0,15
5721,12.98041,77.640489,13.11041,77.770489,2022-03-29,18:10,18:15,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:10:00,1900-01-01 18:15:00,1,0,0,33
19075,12.975377,77.696664,13.045377,77.766664,2022-03-20,18:15,18:25,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,1900-01-01 18:15:00,1900-01-01 18:25:00,6,1,0,34
33214,18.536562,73.896485,18.646562,74.006485,2022-03-14,19:55,20:00,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,1900-01-01 19:55:00,1900-01-01 20:00:00,0,0,0,49
20156,22.751234,75.88949,22.811234,75.94949,2022-03-30,20:15,20:30,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,1900-01-01 20:15:00,1900-01-01 20:30:00,2,0,0,26
29439,22.751857,75.866699,22.841857,75.956699,2022-03-14,17:10,17:25,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 17:10:00,1900-01-01 17:25:00,0,0,0,35
33702,18.994049,72.825203,19.024049,72.855203,2022-03-15,20:00,20:10,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 20:00:00,1900-01-01 20:10:00,1,0,0,26
10941,12.334022,76.618203,12.424022,76.708203,2022-03-27,18:50,18:55,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:50:00,1900-01-01 18:55:00,6,1,0,21
22014,11.003681,76.975525,11.113681,77.085525,2022-03-27,19:10,19:20,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,1900-01-01 19:10:00,1900-01-01 19:20:00,6,1,0,28
13407,22.651847,75.881991,22.741847,75.971991,2022-10-03,18:00,18:10,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:10:00,0,0,0,21
30856,30.359722,78.067079,30.429722,78.137079,2022-12-02,18:00,18:10,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:10:00,4,0,0,28
2971,23.374989,85.335486,23.424989,85.385486,2022-03-19,21:35,21:45,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 21:35:00,1900-01-01 21:45:00,5,1,0,31
6280,17.431668,78.408321,17.451668,78.428321,2022-01-03,11:40,11:55,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 11:40:00,1900-01-01 11:55:00,0,0,0,29
7886,15.561295,73.749478,15.641295,73.829478,2022-12-02,17:55,18:05,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 17:55:00,1900-01-01 18:05:00,4,0,0,28
17822,26.902328,75.794257,27.042328,75.934257,2022-03-25,20:20,20:35,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,1900-01-01 20:20:00,1900-01-01 20:35:00,4,0,0,43
26490,23.359194,85.325447,23.369194,85.335447,2022-03-03,12:00,12:05,Sunny,High,1,Snack,scooter,0.0,No,Urban,1900-01-01 12:00:00,1900-01-01 12:05:00,3,0,0,15
38829,26.905287,75.794592,26.995287,75.884592,2022-03-27,21:00,21:10,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:10:00,6,1,0,51
20497,13.005801,80.250744,13.045801,80.290744,2022-03-24,14:00,14:10,Sandstorms,High,1,Drinks,scooter,1.0,No,Urban,1900-01-01 14:00:00,1900-01-01 14:10:00,3,0,0,32
29458,19.065838,72.832658,19.135838,72.902658,2022-10-03,17:25,17:40,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:40:00,0,0,0,31
37064,12.972161,77.596014,13.032161,77.656014,2022-01-03,23:20,23:25,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 23:20:00,1900-01-01 23:25:00,0,0,0,34
33253,18.543626,73.905101,18.623626,73.985101,2022-03-16,20:10,20:25,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 20:10:00,1900-01-01 20:25:00,2,0,0,30
32269,23.359407,85.325055,23.379407,85.345055,2022-05-03,11:40,11:45,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 11:40:00,1900-01-01 11:45:00,1,0,0,32
39514,21.186884,72.793616,21.226884,72.833616,2022-03-15,14:35,14:45,Fog,High,1,Drinks,motorcycle,2.0,No,Metropolitian,1900-01-01 14:35:00,1900-01-01 14:45:00,1,0,0,35
41458,15.51315,73.78346,15.56315,73.83346,2022-02-17,21:00,21:05,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:05:00,3,0,0,27
5066,10.994136,76.963303,11.054136,77.023303,2022-03-30,18:10,18:25,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:10:00,1900-01-01 18:25:00,2,0,0,30
8936,12.323994,76.626167,12.353994,76.656167,2022-01-03,17:25,17:30,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:30:00,0,0,0,25
35147,18.994049,72.825203,19.004049,72.835203,2022-03-24,8:25,8:40,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,1900-01-01 08:25:00,1900-01-01 08:40:00,3,0,0,21
41393,17.431477,78.40035,17.521477,78.49035,2022-03-29,20:45,20:50,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,1900-01-01 20:45:00,1900-01-01 20:50:00,1,0,0,46
21118,11.003681,76.975525,11.133681,77.105525,2022-03-29,18:10,18:20,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,1900-01-01 18:10:00,1900-01-01 18:20:00,1,0,0,16
33240,22.732225,75.874765,22.782225,75.924765,2022-03-17,20:15,20:20,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,1900-01-01 20:15:00,1900-01-01 20:20:00,3,0,0,32
30364,9.960846,76.293936,9.990846,76.323936,2022-02-13,18:35,18:40,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 18:35:00,1900-01-01 18:40:00,6,1,0,10
15401,22.310329,73.169083,22.380329,73.239083,2022-04-04,21:15,21:30,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 21:15:00,1900-01-01 21:30:00,0,0,0,30
12098,18.927584,72.832585,18.997584,72.902585,2022-03-25,19:45,20:00,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 19:45:00,1900-01-01 20:00:00,4,0,0,31
14666,12.326356,76.619103,12.456356,76.749103,2022-02-03,19:55,20:05,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 19:55:00,1900-01-01 20:05:00,3,0,0,23
17823,23.351058,85.325731,23.461058,85.435731,2022-03-23,19:25,19:30,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,1900-01-01 19:25:00,1900-01-01 19:30:00,2,0,0,35
31394,12.334022,76.618203,12.384022,76.668203,2022-03-21,18:20,18:25,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 18:20:00,1900-01-01 18:25:00,0,0,0,15
22220,22.753659,75.903365,22.773659,75.923365,2022-03-28,11:50,12:05,Fog,High,2,Snack,electric_scooter,1.0,No,Urban,1900-01-01 11:50:00,1900-01-01 12:05:00,0,0,0,30
35318,23.371292,85.327872,23.391292,85.347872,2022-03-24,9:00,9:10,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 09:00:00,1900-01-01 09:10:00,3,0,0,16
35819,23.359407,85.325055,23.449407,85.415055,2022-03-16,23:55,0:10,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 23:55:00,1900-01-01 00:10:00,2,0,0,17
32121,13.005801,80.250744,13.025801,80.270744,2022-03-21,11:45,11:50,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 11:45:00,1900-01-01 11:50:00,0,0,0,17
39138,22.5491,88.400467,22.6791,88.530467,2022-12-02,19:50,20:00,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,1900-01-01 19:50:00,1900-01-01 20:00:00,4,0,0,54
29454,12.972161,77.596014,13.042161,77.666014,2022-03-23,18:00,18:05,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:05:00,2,0,0,32
1803,18.554382,73.798206,18.684382,73.928206,2022-03-20,23:35,23:40,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 23:35:00,1900-01-01 23:40:00,6,1,0,24
26940,19.1813,72.836191,19.2313,72.886191,2022-01-03,17:50,17:55,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,1900-01-01 17:50:00,1900-01-01 17:55:00,0,0,0,17
23330,18.56245,73.916619,18.65245,74.006619,2022-03-29,22:50,23:05,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,1900-01-01 22:50:00,1900-01-01 23:05:00,1,0,0,25
5773,22.538999,88.322337,22.578999,88.362337,2022-11-02,15:30,15:40,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 15:30:00,1900-01-01 15:40:00,2,0,0,38
1792,21.186884,72.793616,21.266884,72.873616,2022-03-25,23:10,23:20,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 23:10:00,1900-01-01 23:20:00,4,0,0,16
37135,26.849596,75.800512,26.859596,75.810512,2022-03-04,10:30,10:35,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 10:30:00,1900-01-01 10:35:00,4,0,0,21
28216,30.362686,78.06889,30.432686,78.13889,2022-02-14,23:00,23:05,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,1900-01-01 23:00:00,1900-01-01 23:05:00,0,0,0,23
14188,13.066762,80.251865,13.146762,80.331865,2022-03-16,21:25,21:30,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 21:25:00,1900-01-01 21:30:00,2,0,0,31
22769,19.1093,72.825451,19.1393,72.855451,2022-03-15,19:40,19:45,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,1900-01-01 19:40:00,1900-01-01 19:45:00,1,0,0,27
2980,18.55144,73.804855,18.68144,73.934855,2022-03-14,21:15,21:20,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 21:15:00,1900-01-01 21:20:00,0,0,0,47
22049,22.751234,75.88949,22.811234,75.94949,2022-05-03,19:20,19:25,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,1900-01-01 19:20:00,1900-01-01 19:25:00,1,0,0,28
22715,17.411028,78.329645,17.481028,78.399645,2022-03-31,21:30,21:35,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,1900-01-01 21:30:00,1900-01-01 21:35:00,3,0,0,25
14031,22.751857,75.866699,22.811857,75.926699,2022-05-03,21:00,21:15,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:15:00,1,0,0,25
23075,21.149834,72.778666,21.169834,72.798666,2022-05-03,11:20,11:25,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,1900-01-01 11:20:00,1900-01-01 11:25:00,1,0,0,26
32868,19.178321,72.834715,19.248321,72.904715,2022-03-25,19:35,19:40,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 19:35:00,1900-01-01 19:40:00,4,0,0,41
21489,12.325461,76.632278,12.455461,76.762278,2022-04-03,22:40,22:45,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,1900-01-01 22:40:00,1900-01-01 22:45:00,6,1,0,30
12708,17.422819,78.449578,17.502819,78.529578,2022-03-14,23:40,23:50,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 23:40:00,1900-01-01 23:50:00,0,0,0,22
8428,12.311072,76.654878,12.441072,76.784878,2022-04-04,18:00,18:05,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:05:00,0,0,0,21
11584,22.695207,75.866059,22.725207,75.896059,2022-03-21,18:30,18:40,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 18:30:00,1900-01-01 18:40:00,0,0,0,32
20820,21.17106,72.789292,21.22106,72.839292,2022-01-04,22:50,22:55,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,1900-01-01 22:50:00,1900-01-01 22:55:00,1,0,0,29
18386,12.935662,77.61413,12.995662,77.67413,2022-03-28,21:45,21:50,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,1900-01-01 21:45:00,1900-01-01 21:50:00,0,0,0,26
38243,26.902908,75.792934,27.032908,75.922934,2022-08-03,22:45,23:00,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 22:45:00,1900-01-01 23:00:00,2,0,0,23
21226,12.325461,76.632278,12.415461,76.722278,2022-03-23,19:30,19:40,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,1900-01-01 19:30:00,1900-01-01 19:40:00,2,0,0,18
31107,18.592718,73.773572,18.672718,73.853572,2022-03-14,18:30,18:40,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 18:30:00,1900-01-01 18:40:00,0,0,0,43
33986,26.891191,75.802083,26.961191,75.872083,2022-06-03,19:55,20:10,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 19:55:00,1900-01-01 20:10:00,4,0,0,16
4439,22.751234,75.88949,22.841234,75.97949,2022-04-04,17:40,17:55,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:40:00,1900-01-01 17:55:00,0,0,0,18
3832,12.978453,77.643685,13.108453,77.773685,2022-03-31,20:35,20:40,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 20:35:00,1900-01-01 20:40:00,3,0,0,32
23342,18.636215,73.751081,18.766215,73.881081,2022-10-03,23:40,23:50,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,1900-01-01 23:40:00,1900-01-01 23:50:00,0,0,0,12
25420,13.058616,80.264151,13.188616,80.394151,2022-03-25,19:50,20:00,Fog,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,1900-01-01 19:50:00,1900-01-01 20:00:00,4,0,0,47
36986,22.308096,73.167753,22.318096,73.177753,2022-01-03,10:50,11:05,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 10:50:00,1900-01-01 11:05:00,0,0,0,32
2353,22.751857,75.866699,22.781857,75.896699,2022-03-13,19:15,19:25,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 19:15:00,1900-01-01 19:25:00,6,1,0,28
2700,22.311358,73.164798,22.441358,73.294798,2022-03-27,21:20,21:30,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 21:20:00,1900-01-01 21:30:00,6,1,0,35
3162,18.51421,73.838429,18.60421,73.928429,2022-04-04,20:30,20:40,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 20:30:00,1900-01-01 20:40:00,0,0,0,38
26264,11.026117,76.944652,11.136117,77.054652,2022-03-29,19:25,19:35,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Urban,1900-01-01 19:25:00,1900-01-01 19:35:00,1,0,0,34
23270,17.429585,78.392621,17.479585,78.442621,2022-05-03,22:20,22:25,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,1900-01-01 22:20:00,1900-01-01 22:25:00,1,0,0,15
13819,26.471617,80.313564,26.491617,80.333564,2022-02-13,10:00,10:05,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 10:00:00,1900-01-01 10:05:00,6,1,0,26
30925,30.893384,75.821202,30.933384,75.861202,2022-11-02,16:55,17:10,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 16:55:00,1900-01-01 17:10:00,2,0,0,19
31454,12.325461,76.632278,12.395461,76.702278,2022-02-04,18:45,18:50,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 18:45:00,1900-01-01 18:50:00,4,0,0,28
23038,15.5696,73.742294,15.6096,73.782294,2022-02-15,12:45,12:50,Windy,High,1,Snack,scooter,1.0,No,Urban,1900-01-01 12:45:00,1900-01-01 12:50:00,1,0,0,19
7843,12.972532,77.608179,13.032532,77.668179,2022-11-03,17:25,17:35,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:35:00,3,0,0,28
18156,9.957144,76.296783,10.067144,76.406783,2022-12-02,17:35,17:40,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,1900-01-01 17:35:00,1900-01-01 17:40:00,4,0,0,29
38512,27.161694,78.034714,27.211694,78.084714,2022-02-15,20:20,20:30,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,1900-01-01 20:20:00,1900-01-01 20:30:00,1,0,0,34
20598,13.005801,80.250744,13.085801,80.330744,2022-06-03,23:20,23:25,Sunny,Low,2,Snack,scooter,1.0,No,Urban,1900-01-01 23:20:00,1900-01-01 23:25:00,4,0,0,20
38819,17.426228,78.407495,17.536228,78.517495,2022-03-18,19:45,20:00,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,1900-01-01 19:45:00,1900-01-01 20:00:00,4,0,1,35
30112,21.157735,72.768778,21.207735,72.818778,2022-01-04,17:25,17:30,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:30:00,1,0,0,27
13207,13.064181,80.236442,13.084181,80.256442,2022-03-13,12:00,12:10,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 12:00:00,1900-01-01 12:10:00,6,1,0,31
28749,19.176269,72.836721,19.186269,72.846721,2022-03-30,9:10,9:20,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,1900-01-01 09:10:00,1900-01-01 09:20:00,2,0,0,19
