,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban,hour,time_hour,no식사,식사
128,192,192,254,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,2,0,0,22,15.2,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
129,195,195,258,1.0,1900-01-01 23:45:00,1900-01-01 23:55:00,0,0,0,15,23.0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,23,no식사,1,0
130,196,196,259,1.0,1900-01-01 22:00:00,1900-01-01 22:05:00,4,0,0,35,21.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,22,no식사,1,0
131,197,197,260,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,1,0,0,34,12.6,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
132,198,198,261,1.0,1900-01-01 21:55:00,1900-01-01 22:00:00,1,0,0,31,21.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,21,식사,0,1
133,199,199,262,1.0,1900-01-01 21:45:00,1900-01-01 22:00:00,6,1,0,17,24.1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,21,식사,0,1
134,200,200,263,1.0,1900-01-01 09:15:00,1900-01-01 09:30:00,1,0,0,12,5.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,9,no식사,1,0
135,201,201,265,1.0,1900-01-01 16:35:00,1900-01-01 16:50:00,6,1,0,26,9.7,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,16,no식사,1,0
136,202,202,266,1.0,1900-01-01 16:50:00,1900-01-01 17:05:00,5,1,0,26,6.7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,16,no식사,1,0
137,203,203,267,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,0,0,0,19,15.2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
138,204,204,269,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,3,0,0,23,10.7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,18,식사,0,1
139,205,205,270,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,3,0,0,28,12.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,17,식사,0,1
140,206,206,271,1.0,1900-01-01 22:35:00,1900-01-01 22:45:00,6,1,0,22,19.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,22,no식사,1,0
141,207,207,272,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,1,0,0,33,3.2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11,식사,0,1
142,208,208,273,1.0,1900-01-01 22:30:00,1900-01-01 22:35:00,0,0,0,26,9.4,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,22,no식사,1,0
143,209,209,274,1.0,1900-01-01 21:35:00,1900-01-01 21:50:00,4,0,0,25,6.8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,21,식사,0,1
144,210,210,275,1.0,1900-01-01 20:15:00,1900-01-01 20:30:00,5,1,0,24,18.4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
145,212,212,277,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,4,0,0,35,18.9,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,22,no식사,1,0
146,216,216,283,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,5,1,0,29,13.4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,20,식사,0,1
147,217,217,285,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,5,1,0,28,2.3,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,12,식사,0,1
148,219,219,287,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,3,0,0,23,7.4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,18,식사,0,1
149,220,220,288,1.0,1900-01-01 12:15:00,1900-01-01 12:25:00,2,0,0,30,13.7,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,12,식사,0,1
150,221,221,289,1.0,1900-01-01 13:30:00,1900-01-01 13:40:00,5,1,0,23,8.6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,13,식사,0,1
151,222,222,290,2.0,1900-01-01 19:10:00,1900-01-01 19:15:00,6,1,0,37,17.1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,19,식사,0,1
152,226,226,295,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,5,1,0,33,25.8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,18,식사,0,1
153,230,230,299,1.0,1900-01-01 17:20:00,1900-01-01 17:35:00,5,1,0,33,5.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,17,식사,0,1
154,231,231,300,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,3,0,0,17,9.6,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,17,식사,0,1
155,232,232,301,1.0,1900-01-01 17:45:00,1900-01-01 17:55:00,0,0,0,16,14.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,0,1
156,234,234,303,2.0,1900-01-01 21:30:00,1900-01-01 21:40:00,6,1,0,37,22.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,21,식사,0,1
157,235,235,304,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,2,0,0,19,14.5,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,18,식사,0,1
158,239,239,308,1.0,1900-01-01 08:45:00,1900-01-01 08:50:00,3,0,0,27,3.6,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,8,no식사,1,0
159,240,240,311,1.0,1900-01-01 10:30:00,1900-01-01 10:35:00,5,1,0,20,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,10,no식사,1,0
160,242,242,313,1.0,1900-01-01 12:35:00,1900-01-01 12:40:00,5,1,0,25,8.2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,12,식사,0,1
161,243,243,315,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,2,0,0,27,10.9,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,22,no식사,1,0
162,244,244,316,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,2,0,0,40,22.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,20,식사,0,1
163,245,245,317,2.0,1900-01-01 21:55:00,1900-01-01 22:05:00,0,0,0,51,29.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21,식사,0,1
164,246,246,318,1.0,1900-01-01 17:45:00,1900-01-01 18:00:00,4,0,0,38,17.9,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
165,247,247,319,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,3,0,0,41,17.1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,20,식사,0,1
166,249,249,329,1.0,1900-01-01 11:25:00,1900-01-01 11:40:00,2,0,0,17,5.8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,11,식사,0,1
167,251,251,335,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,2,0,0,29,14.9,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
168,253,253,339,2.0,1900-01-01 17:40:00,1900-01-01 17:45:00,4,0,0,33,26.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,17,식사,0,1
169,255,255,343,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,2,0,0,35,28.7,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
170,256,256,344,1.0,1900-01-01 19:50:00,1900-01-01 20:00:00,4,0,0,34,8.2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,19,식사,0,1
171,257,257,345,1.0,1900-01-01 18:25:00,1900-01-01 18:40:00,0,0,0,18,19.5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,18,식사,0,1
172,259,259,353,1.0,1900-01-01 20:55:00,1900-01-01 21:05:00,5,1,0,25,11.2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,20,식사,0,1
173,260,260,354,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,3,0,0,27,14.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,21,식사,0,1
174,261,261,355,1.0,1900-01-01 08:20:00,1900-01-01 08:30:00,0,0,0,25,6.1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,8,no식사,1,0
175,262,262,356,1.0,1900-01-01 13:40:00,1900-01-01 13:45:00,2,0,0,20,16.2,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,13,식사,0,1
176,263,263,357,1.0,1900-01-01 09:55:00,1900-01-01 10:10:00,1,0,0,18,2.1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,9,no식사,1,0
177,264,264,358,1.0,1900-01-01 15:10:00,1900-01-01 15:15:00,5,1,0,33,12.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,15,no식사,1,0
178,266,266,360,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,3,0,0,44,14.6,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,20,식사,0,1
179,267,267,361,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,3,0,0,36,16.8,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
180,269,269,363,1.0,1900-01-01 11:25:00,1900-01-01 11:40:00,6,1,0,33,4.3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
181,270,270,364,1.0,1900-01-01 09:10:00,1900-01-01 09:15:00,5,1,0,19,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,9,no식사,1,0
182,271,271,367,1.0,1900-01-01 08:10:00,1900-01-01 08:25:00,0,0,0,28,5.3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,8,no식사,1,0
183,272,272,368,1.0,1900-01-01 14:35:00,1900-01-01 14:45:00,3,0,0,28,8.6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,14,식사,0,1
184,274,274,370,1.0,1900-01-01 21:30:00,1900-01-01 21:40:00,6,1,0,26,39.5,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,21,식사,0,1
185,276,276,373,1.0,1900-01-01 18:25:00,1900-01-01 18:35:00,0,0,0,22,35.2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
186,277,277,374,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,0,0,0,15,23.8,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,21,식사,0,1
187,278,278,375,1.0,1900-01-01 19:55:00,1900-01-01 20:00:00,0,0,0,23,13.1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19,식사,0,1
188,279,279,376,3.0,1900-01-01 22:00:00,1900-01-01 22:15:00,2,0,0,48,36.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,22,no식사,1,0
189,282,282,379,1.0,1900-01-01 22:40:00,1900-01-01 22:50:00,5,1,0,18,6.5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,22,no식사,1,0
190,283,283,380,1.0,1900-01-01 11:20:00,1900-01-01 11:30:00,1,0,0,27,6.0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,11,식사,0,1
191,285,285,382,1.0,1900-01-01 17:50:00,1900-01-01 17:55:00,4,0,0,24,31.6,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,17,식사,0,1
192,286,286,383,1.0,1900-01-01 17:25:00,1900-01-01 17:35:00,5,1,0,21,23.5,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1,17,식사,0,1
193,288,288,385,1.0,1900-01-01 19:50:00,1900-01-01 20:05:00,0,0,0,26,9.6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,19,식사,0,1
194,289,289,388,1.0,1900-01-01 09:15:00,1900-01-01 09:30:00,5,1,0,16,1.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,9,no식사,1,0
195,292,292,391,1.0,1900-01-01 10:20:00,1900-01-01 10:35:00,3,0,0,23,2.1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,10,no식사,1,0
196,294,294,393,1.0,1900-01-01 22:55:00,1900-01-01 23:05:00,4,0,0,29,23.7,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,22,no식사,1,0
197,295,295,395,1.0,1900-01-01 18:45:00,1900-01-01 18:55:00,6,1,0,37,45.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,18,식사,0,1
198,296,296,398,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,3,0,0,30,11.1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,18,식사,0,1
199,297,297,400,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,0,0,0,24,10.3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,21,식사,0,1
200,298,298,401,1.0,1900-01-01 17:30:00,1900-01-01 17:45:00,2,0,0,34,7.3,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
201,299,299,402,2.0,1900-01-01 20:35:00,1900-01-01 20:50:00,0,0,0,40,22.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,20,식사,0,1
202,302,302,406,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,2,0,0,21,48.5,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,23,no식사,1,0
203,303,303,408,1.0,1900-01-01 08:50:00,1900-01-01 09:00:00,0,0,0,16,4.6,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,8,no식사,1,0
204,305,305,410,1.0,1900-01-01 18:00:00,1900-01-01 18:10:00,6,1,0,45,14.9,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,18,식사,0,1
205,306,306,411,1.0,1900-01-01 10:50:00,1900-01-01 10:55:00,0,0,0,16,2.4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,10,no식사,1,0
206,307,307,414,1.0,1900-01-01 23:15:00,1900-01-01 23:20:00,6,1,0,23,7.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,23,no식사,1,0
207,308,308,416,1.0,1900-01-01 20:20:00,1900-01-01 20:25:00,6,1,0,27,6.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20,식사,0,1
208,309,309,418,2.0,1900-01-01 23:25:00,1900-01-01 23:40:00,6,1,0,38,26.6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,23,no식사,1,0
209,310,310,419,1.0,1900-01-01 09:00:00,1900-01-01 09:15:00,0,0,0,27,5.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,9,no식사,1,0
210,311,311,420,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,4,0,0,21,24.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,18,식사,0,1
211,312,312,421,1.0,1900-01-01 19:50:00,1900-01-01 20:05:00,6,1,0,27,13.9,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19,식사,0,1
212,313,313,422,1.0,1900-01-01 11:35:00,1900-01-01 11:45:00,1,0,0,26,4.9,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,11,식사,0,1
213,314,314,423,1.0,1900-01-01 09:30:00,1900-01-01 09:45:00,2,0,0,25,4.6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,9,no식사,1,0
214,315,315,424,1.0,1900-01-01 08:55:00,1900-01-01 09:00:00,5,1,0,18,3.0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,8,no식사,1,0
215,317,317,426,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,0,0,0,31,12.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21,식사,0,1
216,318,318,427,1.0,1900-01-01 21:45:00,1900-01-01 21:55:00,2,0,0,23,18.1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21,식사,0,1
217,319,319,429,1.0,1900-01-01 16:45:00,1900-01-01 16:55:00,1,0,0,29,15.9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,16,no식사,1,0
218,321,321,431,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,4,0,1,19,18.4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,18,식사,0,1
219,322,322,432,1.0,1900-01-01 19:20:00,1900-01-01 19:25:00,2,0,0,39,29.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19,식사,0,1
220,323,323,433,1.0,1900-01-01 11:55:00,1900-01-01 12:10:00,0,0,0,20,2.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11,식사,0,1
221,325,325,435,1.0,1900-01-01 21:20:00,1900-01-01 21:35:00,1,0,0,25,6.4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,21,식사,0,1
222,326,326,437,1.0,1900-01-01 21:15:00,1900-01-01 21:20:00,1,0,0,27,27.2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21,식사,0,1
223,329,329,441,1.0,1900-01-01 23:00:00,1900-01-01 23:05:00,3,0,0,31,18.6,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,23,no식사,1,0
224,331,331,445,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,3,0,0,15,22.0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,20,식사,0,1
225,332,332,448,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,6,1,0,25,30.4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,22,no식사,1,0
226,333,333,450,1.0,1900-01-01 11:30:00,1900-01-01 11:35:00,6,1,0,26,3.8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,11,식사,0,1
227,336,336,453,1.0,1900-01-01 15:45:00,1900-01-01 16:00:00,5,1,0,27,8.6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,15,no식사,1,0
228,337,337,454,1.0,1900-01-01 19:20:00,1900-01-01 19:30:00,5,1,0,28,14.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19,식사,0,1
229,338,338,455,1.0,1900-01-01 17:30:00,1900-01-01 17:45:00,2,0,0,32,6.8,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
230,339,339,457,1.0,1900-01-01 08:35:00,1900-01-01 08:50:00,0,0,0,32,4.1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,8,no식사,1,0
231,340,340,458,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,0,0,0,42,9.0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,19,식사,0,1
232,341,341,459,1.0,1900-01-01 19:15:00,1900-01-01 19:30:00,0,0,0,12,23.3,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,19,식사,0,1
233,342,342,460,1.0,1900-01-01 09:10:00,1900-01-01 09:20:00,0,0,0,27,11.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,9,no식사,1,0
234,343,343,463,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,3,0,0,41,41.5,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,18,식사,0,1
235,344,344,465,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,0,0,0,24,27.3,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,23,no식사,1,0
236,345,345,466,1.0,1900-01-01 08:45:00,1900-01-01 08:55:00,4,0,0,29,3.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,8,no식사,1,0
237,346,346,467,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,0,0,0,33,7.9,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,21,식사,0,1
238,353,353,478,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,0,0,0,27,6.3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,11,식사,0,1
239,354,354,479,1.0,1900-01-01 14:10:00,1900-01-01 14:20:00,2,0,0,26,10.8,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,14,식사,0,1
240,355,355,480,1.0,1900-01-01 21:45:00,1900-01-01 22:00:00,4,0,1,29,26.1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
241,357,357,483,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,1,0,0,23,13.7,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
242,359,359,486,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,4,0,0,18,15.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,22,no식사,1,0
243,360,360,487,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,3,0,0,33,18.6,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,18,식사,0,1
244,362,362,490,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,6,1,0,29,22.4,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,17,식사,0,1
245,364,364,493,1.0,1900-01-01 21:25:00,1900-01-01 21:30:00,1,0,0,26,11.2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,21,식사,0,1
246,366,366,499,1.0,1900-01-01 19:00:00,1900-01-01 19:15:00,3,0,0,27,10.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,19,식사,0,1
247,368,368,501,2.0,1900-01-01 22:55:00,1900-01-01 23:10:00,0,0,0,34,8.8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,22,no식사,1,0
248,369,369,503,1.0,1900-01-01 09:35:00,1900-01-01 09:45:00,6,1,0,20,2.5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,9,no식사,1,0
249,371,371,505,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,0,0,0,19,6.5,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,17,식사,0,1
250,372,372,507,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,1,0,0,15,13.8,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
251,373,373,508,1.0,1900-01-01 13:50:00,1900-01-01 14:00:00,0,0,0,21,7.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,13,식사,0,1
252,375,375,510,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,2,0,0,29,7.7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,21,식사,0,1
253,376,376,511,1.0,1900-01-01 18:30:00,1900-01-01 18:45:00,1,0,0,23,14.1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,18,식사,0,1
254,378,378,513,1.0,1900-01-01 14:15:00,1900-01-01 14:25:00,1,0,0,39,13.3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,14,식사,0,1
255,380,380,516,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,6,1,0,11,18.1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,no식사,1,0
256,381,381,518,1.0,1900-01-01 23:35:00,1900-01-01 23:45:00,3,0,0,13,13.7,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,23,no식사,1,0
257,382,382,519,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,3,0,0,24,13.3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,21,식사,0,1
258,385,385,524,1.0,1900-01-01 23:35:00,1900-01-01 23:45:00,6,1,0,36,19.1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,23,no식사,1,0
259,386,386,525,1.0,1900-01-01 17:50:00,1900-01-01 18:00:00,0,0,0,27,32.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,17,식사,0,1
